case,objFun,maxGrad,avgRec,B100,Bmsy,curB,Fmsy,MSY,Fofl,OFL,prjB
22_03d5,3182.00444922,0.0178042556897,526.037405452,114.306862131,40.0074017458,116.700537643,1.22495993902,19.5255673284,1.22495993902,41.2891050491,56.0597443755
