sex,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180
male,0.020593545,0.023399126,0.02667721,0.029964087,0.032949695,0.036138087,0.04007513,0.044958385,0.050995011,0.057898632,0.06456841,0.070089993,0.074284718,0.077156165,0.078879499,0.079913292,0.080346124,0.079865421,0.07856621,0.076856849,0.075018589,0.073806982,0.074357581,0.077315409,0.084846675,0.098987742,0.120421774,0.149212184,0.186306937,0.231707628,0.283538371,0.340796094
female,0.014378726,0.017718333,0.021631806,0.025560906,0.029732936,0.034284319,0.039418016,0.044263529,0.047498914,0.047609014,0.045454859,0.043032084,0.04141838,0.041193049,0.044182024,0.052390454,0.068732836,0.093932404,0.12887168,0.172125817,0.222215905,0.27986945,0.346974444,0.346974444,0.346974444,0.346974444,0.346974444,0.346974444,0.346974444,0.346974444,0.346974444,0.346974444
