sex,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180
male,0.084190639,0.110725165,0.142418168,0.175784679,0.207048775,0.235092562,0.262102801,0.291449043,0.324925922,0.361205263,0.396315018,0.426080065,0.448892891,0.466459477,0.482052813,0.498116911,0.515102095,0.531957272,0.547478807,0.561256046,0.573420608,0.583537849,0.589788047,0.589788047,0.589788047,0.589788047,0.589788047,0.589788047,0.589788047,0.589788047,0.589788047,0.589788047
female,0.05737611,0.086323112,0.123706964,0.16342275,0.199464229,0.231397771,0.262073646,0.291511235,0.314977357,0.327413595,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548,0.328821548
