ParName   Value   Gradient
theta[3]      6.63324   0.00488095
M_pars_est[1]     0.271078  -0.00182427
M_pars_est[2]   -0.0460456 -0.000755556
M_pars_est[3]     0.682977  8.65167e-07
S_pars_est[1]      4.81024 -0.000188288
S_pars_est[2]      1.94192 -9.16912e-05
S_pars_est[3]      4.65193  1.40014e-05
S_pars_est[4]      1.82459  6.42096e-08
S_pars_est[5]      4.98945 -6.18643e-06
S_pars_est[6]      2.27047 -1.38053e-06
S_pars_est[7]       4.6642  2.03191e-05
S_pars_est[8]      3.14348 -3.99169e-06
S_pars_est[9]      5.01064  2.21602e-07
S_pars_est[10]      3.91202 -2.05166e-06
S_pars_est[11]      4.56148  7.08127e-07
S_pars_est[12]      1.59695 -2.81405e-07
S_pars_est[13]      4.39002 -1.43026e-06
S_pars_est[14]      1.55953  8.96529e-08
S_pars_est[15]      4.72202   7.9839e-06
S_pars_est[16]      1.75542 -2.39204e-06
S_pars_est[17]      4.77312    2.773e-06
S_pars_est[18]      2.97233 -2.41147e-06
S_pars_est[19]      4.69518   4.3357e-07
S_pars_est[20]      3.32823  9.79828e-07
S_pars_est[21]       4.9307  -0.00162668
S_pars_est[22]      1.37962  5.57636e-05
log_fbar[1]     -1.88811   0.00273178
log_fbar[2]      -4.3458 -7.75431e-05
log_fbar[3]     -4.91283 -4.00119e-05
log_fbar[4]     -4.84223 -0.000139791
log_fdev[1](1)      -1.8762 -3.95152e-07
log_fdev[1](2)     -1.62954 -3.94561e-06
log_fdev[1](3)     0.154132 -6.57244e-06
log_fdev[1](4)     0.571198 -9.58117e-06
log_fdev[1](5)      1.21376 -8.75137e-06
log_fdev[1](6)      1.39124 -5.70697e-06
log_fdev[1](7)      1.34624 -2.63323e-06
log_fdev[1](8)      1.19031  6.61505e-07
log_fdev[1](9)     0.911208 -3.14406e-07
log_fdev[1](10)       1.0942 -3.83931e-06
log_fdev[1](11)      1.32052 -2.05785e-06
log_fdev[1](12)      2.15292  3.91228e-06
log_fdev[1](13)       3.2566  -9.2116e-06
log_fdev[1](14)      3.19165  6.77814e-07
log_fdev[1](15)      3.09614  1.11849e-05
log_fdev[1](16)      2.40113 -7.46393e-05
log_fdev[1](17)     0.607671  0.000101402
log_fdev[1](18)    -0.617926  5.77804e-05
log_fdev[1](19)     -2.17493  4.03446e-05
log_fdev[1](20)     -1.11281  3.10735e-05
log_fdev[1](21)     -1.34928  1.38743e-05
log_fdev[1](22)    -0.428098 -2.77891e-05
log_fdev[1](23)     0.686751 -0.000132754
log_fdev[1](24)      1.26202 -0.000152719
log_fdev[1](25)      1.09823  5.50783e-05
log_fdev[1](26)      1.26501  7.96622e-05
log_fdev[1](27)     0.624718  0.000131333
log_fdev[1](28)   -0.0456391  0.000110267
log_fdev[1](29)    -0.502065  9.07218e-05
log_fdev[1](30)     -1.17044   0.00109746
log_fdev[1](31)     -2.28863   0.00051514
log_fdev[1](32)     -1.63958  0.000708721
log_fdev[1](33)     -1.76815  0.000367075
log_fdev[1](34)     -1.94955  0.000254627
log_fdev[1](35)     -2.37747  0.000430612
log_fdev[1](36)     -1.28397  0.000220215
log_fdev[1](37)     0.223127 -8.30511e-05
log_fdev[1](38)     0.613528  0.000295421
log_fdev[1](39)     -1.17894  0.000426513
log_fdev[1](40)     -1.00338  0.000121208
log_fdev[1](41)     -1.22269 -0.000370842
log_fdev[1](42)     -1.50141 -0.000398315
log_fdev[1](43)     -1.15704 -0.000178457
log_fdev[1](44)     -1.39459  -0.00020254
log_fdev[2](1)    -0.355987  1.56286e-07
log_fdev[2](2)   -0.0864809 -1.17917e-07
log_fdev[2](3)     0.423627 -6.41114e-07
log_fdev[2](4)     0.501595 -2.04174e-06
log_fdev[2](5)    0.0380677 -2.57779e-07
log_fdev[2](6)    -0.439149 -7.55054e-08
log_fdev[2](7)      0.27131 -1.69815e-07
log_fdev[2](8)     0.621201 -6.79329e-07
log_fdev[2](9)     0.733287 -7.84499e-07
log_fdev[2](10)     0.901893 -1.73359e-06
log_fdev[2](11)     0.786664 -2.43037e-06
log_fdev[2](12)      1.07192 -6.28309e-06
log_fdev[2](13)      1.09104 -1.07987e-05
log_fdev[2](14)      1.28535 -1.75666e-05
log_fdev[2](15)     0.311682 -7.17471e-06
log_fdev[2](16)     0.645216 -9.73983e-06
log_fdev[2](17)    0.0950159  -5.5027e-06
log_fdev[2](18)    0.0144029 -4.86626e-06
log_fdev[2](19)     0.791485 -5.56555e-06
log_fdev[2](20)     0.912923 -7.77868e-07
log_fdev[2](21)     0.011864 -2.87525e-07
log_fdev[2](22)      -1.5215 -2.36463e-07
log_fdev[2](23)    -0.788065 -3.71669e-07
log_fdev[2](24)    -0.317011 -9.48599e-07
log_fdev[2](25)     -1.47994 -3.52778e-07
log_fdev[2](26)     -2.49841 -2.24143e-07
log_fdev[2](27)     -1.87383 -7.10222e-07
log_fdev[2](28)    -0.185649 -4.91667e-06
log_fdev[2](29)    0.0113709 -4.36517e-06
log_fdev[2](30)    0.0556636 -3.89919e-06
log_fdev[2](31)    -0.494465 -2.01319e-06
log_fdev[2](32)    -0.161927 -1.34819e-06
log_fdev[2](33)    -0.106458 -9.32993e-07
log_fdev[2](34)      0.36581 -1.63751e-06
log_fdev[2](35)     0.122765 -1.70669e-06
log_fdev[2](36)     0.160904 -1.53103e-06
log_fdev[2](37)      1.02308 -1.80331e-06
log_fdev[2](38)     0.810116  2.66584e-09
log_fdev[2](39)     0.616912  1.67589e-07
log_fdev[2](40)    0.0166795  1.32314e-06
