case,objFun,maxGrad,avgRec,B100,Bmsy,curB,Fmsy,MSY,Fofl,OFL,prjB
22_03d5p,3416.77612342,0.0174018997179,556.1507618,119.540361246,41.8391264361,121.904271619,1.32302113036,20.4861669776,1.32302113036,43.9969671897,57.6534494039
