ParName   Value   Gradient
theta[3]      6.72656 -0.000231179
M_pars_est[1]     0.249812  0.000105281
M_pars_est[2]     0.643225    3.437e-06
M_pars_est[3]    -0.132008  2.91321e-05
M_pars_est[4]     0.969534  1.01196e-07
M_pars_est[5]     0.581507  9.95687e-09
S_pars_est[1]      4.97549  3.62894e-06
S_pars_est[2]        1.774 -3.45663e-06
S_pars_est[3]      3.24847  3.34127e-07
S_pars_est[4]      4.93661 -2.51505e-07
S_pars_est[5]      3.19169  1.09775e-07
S_pars_est[6]      2.82755  4.54947e-08
S_pars_est[7]      2.68729  2.78721e-07
S_pars_est[8]      4.80888  -6.4313e-08
S_pars_est[9]       4.8359  1.70695e-06
S_pars_est[10]      2.79946 -6.50678e-09
S_pars_est[11]      2.63347  6.83427e-07
S_pars_est[12]       4.9703 -9.30375e-07
S_pars_est[13]      2.00227  3.81651e-08
S_pars_est[14]      4.99985  2.71469e-08
S_pars_est[15]      5.04205 -1.89401e-07
S_pars_est[16]      2.40399 -4.36073e-08
S_pars_est[17]      2.45769  1.15113e-07
S_pars_est[18]      3.97256 -1.59943e-07
S_pars_est[19]      2.17233 -3.04417e-08
S_pars_est[20]      3.85345  6.97754e-08
S_pars_est[21]      4.61538  3.09637e-07
S_pars_est[22]      2.26634 -5.10518e-08
S_pars_est[23]      2.94596 -2.99081e-07
S_pars_est[24]      3.91202 -5.35342e-08
S_pars_est[25]      4.92361 -3.72449e-08
S_pars_est[26]      3.91202 -3.21752e-07
S_pars_est[27]      4.61008 -5.54673e-08
S_pars_est[28]      4.76395  1.02683e-07
S_pars_est[29]      1.92148  3.49658e-09
S_pars_est[30]      4.86511 -4.05082e-08
S_pars_est[31]      2.59271  2.04245e-08
S_pars_est[32]      4.63797  -2.4195e-08
S_pars_est[33]      4.99415 -2.05736e-07
S_pars_est[34]      2.07747  3.02139e-08
S_pars_est[35]      2.31691 -6.66884e-07
S_pars_est[36]      4.86253   7.9995e-08
S_pars_est[37]      1.88425 -2.33588e-08
S_pars_est[38]      4.89217 -1.76154e-08
S_pars_est[39]      4.94539 -1.31857e-07
S_pars_est[40]      1.87714  1.16058e-08
S_pars_est[41]      1.91811   2.3423e-07
S_pars_est[42]      4.23927  2.86847e-08
S_pars_est[43]       2.5619 -2.75887e-09
S_pars_est[44]      4.26318 -2.67922e-07
S_pars_est[45]       4.7334 -7.02104e-08
S_pars_est[46]      2.88729   2.0702e-07
S_pars_est[47]      2.62342  4.92584e-08
S_pars_est[48]      3.63829 -9.25689e-07
S_pars_est[49]      5.00558 -1.36563e-07
S_pars_est[50]      3.91202 -1.07929e-06
S_pars_est[51]      5.01064  9.71314e-07
S_pars_est[52]      4.85337  8.64822e-05
S_pars_est[53]       1.3336  1.45998e-06
S_pars_est[54]       4.9398  4.47134e-05
S_pars_est[55]      4.93043 -0.000100768
S_pars_est[56]      4.86232  4.47676e-05
S_pars_est[57]      0.47405 -4.53085e-07
S_pars_est[58]  0.000840009  4.31273e-08
S_pars_est[59]      1.07765  2.04735e-07
log_fbar[1]     -2.14854 -0.000102462
log_fbar[2]     -3.96288  8.24968e-06
log_fbar[3]     -4.67765  2.26583e-06
log_fbar[4]     -5.19501  2.59763e-06
log_fdev[1](1)     -1.72478  3.09162e-08
log_fdev[1](2)     -1.48526 -4.51561e-07
log_fdev[1](3)     0.275413 -6.93234e-07
log_fdev[1](4)     0.647101 -7.93313e-07
log_fdev[1](5)       1.2075 -1.22139e-06
log_fdev[1](6)      1.27365 -1.31291e-06
log_fdev[1](7)      1.14651 -1.28015e-06
log_fdev[1](8)     0.964465 -1.09605e-06
log_fdev[1](9)     0.692811 -1.45366e-06
log_fdev[1](10)     0.860094 -1.24064e-06
log_fdev[1](11)      1.04636 -1.25039e-06
log_fdev[1](12)      1.69941 -9.93914e-07
log_fdev[1](13)      2.07401 -8.84329e-07
log_fdev[1](14)      1.60649  3.30229e-07
log_fdev[1](15)      1.46658  7.99033e-08
log_fdev[1](16)      1.32956 -7.15249e-06
log_fdev[1](17)     0.220894  9.39915e-06
log_fdev[1](18)    -0.700436 -1.33637e-05
log_fdev[1](19)      -2.0497 -1.28431e-05
log_fdev[1](20)    -0.751567  1.09918e-05
log_fdev[1](21)     -0.95218 -5.36691e-06
log_fdev[1](22)     0.060341  1.23197e-05
log_fdev[1](23)      1.22252  1.14213e-05
log_fdev[1](24)      1.82016 -9.06408e-06
log_fdev[1](25)      1.48406 -2.09215e-05
log_fdev[1](26)      1.80376 -4.06936e-05
log_fdev[1](27)      1.32225 -1.60405e-05
log_fdev[1](28)     0.732799  2.99487e-05
log_fdev[1](29)      0.50046  3.94383e-05
log_fdev[1](30)     0.120116 -5.38955e-05
log_fdev[1](31)     -1.87873  2.70691e-05
log_fdev[1](32)     -1.25446  -7.6762e-06
log_fdev[1](33)     -1.39957  6.62883e-05
log_fdev[1](34)     -1.57273  2.00096e-05
log_fdev[1](35)     -1.81202  0.000167821
log_fdev[1](36)      -1.4176 -0.000112702
log_fdev[1](37)    -0.015149 -9.23473e-05
log_fdev[1](38)     0.349462  3.45134e-05
log_fdev[1](39)     -1.41291  1.21349e-05
log_fdev[1](40)     -1.27296 -9.51964e-05
log_fdev[1](41)     -1.47642  -6.6823e-05
log_fdev[1](42)     -1.79328 -3.79683e-05
log_fdev[1](43)     -1.42516  3.64322e-05
log_fdev[1](44)     -1.53184 -6.51626e-06
log_fdev[2](1)     -0.34181 -1.73216e-08
log_fdev[2](2)    -0.073729 -1.33962e-08
log_fdev[2](3)     0.426733  6.68006e-08
log_fdev[2](4)     0.491769  6.94175e-08
log_fdev[2](5)    0.0291162   2.9599e-08
log_fdev[2](6)    -0.441853 -1.07869e-07
log_fdev[2](7)     0.250954 -9.99577e-08
log_fdev[2](8)      0.59119 -4.03684e-10
log_fdev[2](9)     0.697761  1.93234e-07
log_fdev[2](10)     0.852889  2.63196e-07
log_fdev[2](11)     0.735826  3.76937e-07
log_fdev[2](12)     0.996825  9.18035e-07
log_fdev[2](13)     0.850633  1.02563e-06
log_fdev[2](14)      1.06357  1.00601e-06
log_fdev[2](15)     0.180241  7.21285e-08
log_fdev[2](16)     0.597278 -1.49422e-07
log_fdev[2](17)    0.0835661 -8.90518e-08
log_fdev[2](18)   -0.0142307  1.66316e-07
log_fdev[2](19)     0.734878  1.70034e-07
log_fdev[2](20)      0.86521 -3.33889e-08
log_fdev[2](21)  -0.00845223 -8.34347e-09
log_fdev[2](22)     -1.49015  4.52133e-08
log_fdev[2](23)     -0.75979 -5.84542e-08
log_fdev[2](24)    -0.295972 -2.48572e-08
log_fdev[2](25)     -1.45843 -5.27764e-08
log_fdev[2](26)     -2.47007 -2.81114e-09
log_fdev[2](27)     -1.81457  4.64246e-09
log_fdev[2](28)    -0.053688 -2.03295e-07
log_fdev[2](29)     0.100162  -3.0929e-07
log_fdev[2](30)     0.158478 -3.00027e-07
log_fdev[2](31)    -0.399908 -1.42242e-07
log_fdev[2](32)   -0.0612074  2.07063e-07
log_fdev[2](33)  -0.00827533  3.32161e-07
log_fdev[2](34)     0.464294  7.26615e-07
log_fdev[2](35)     0.193425  5.96872e-07
log_fdev[2](36)     0.195677  6.99056e-07
log_fdev[2](37)       1.0129  1.10032e-06
log_fdev[2](38)     0.829667  7.78302e-07
log_fdev[2](39)     0.644777  6.70287e-07
log_fdev[2](40)    0.0327431  4.13274e-07
log_fdev[2](41)    0.0104084  3.37315e-07
log_fdev[2](42)     0.283235   2.1022e-07
log_fdev[2](43)     -1.55474  1.10349e-08
log_fdev[2](44)     -2.12735 -3.09024e-08
log_fdev[3](1)     -1.10826   4.0381e-09
log_fdev[3](2)     -1.63218  1.54568e-08
log_fdev[3](3)     -1.17493 -2.87324e-08
log_fdev[3](4)    -0.808805  3.92744e-08
log_fdev[3](5)     -1.33286  2.31028e-08
log_fdev[3](6)       -1.179 -1.42035e-09
log_fdev[3](7)     -1.39259 -2.45495e-08
log_fdev[3](8)     -1.23331  6.03914e-09
log_fdev[3](9)    -0.292989  2.85623e-08
log_fdev[3](10)     0.199911  3.03877e-08
log_fdev[3](11)      0.55704  3.82679e-08
log_fdev[3](12)     0.551755  2.53538e-08
log_fdev[3](13)      0.23114  2.22855e-09
log_fdev[3](14)     0.240083   1.8722e-08
log_fdev[3](15)     0.281382  4.01157e-08
log_fdev[3](16)     0.568809  6.27442e-08
log_fdev[3](17)     0.521008  6.00126e-08
log_fdev[3](18)     0.481623  6.92713e-08
log_fdev[3](19)     0.217349  1.05384e-08
log_fdev[3](20)     0.679203  5.45872e-08
log_fdev[3](21)     0.611777  1.06885e-08
log_fdev[3](22)     0.695008   4.4657e-08
log_fdev[3](23)     0.663121 -3.20132e-09
log_fdev[3](24)      1.07833  4.85495e-09
log_fdev[3](25)      1.39697  7.98254e-09
log_fdev[3](26)      1.30185  4.42997e-08
log_fdev[3](27)      1.06574  5.08981e-08
log_fdev[3](28)       1.6103 -3.92291e-09
log_fdev[3](29)      1.56234  -7.3803e-09
log_fdev[3](30)     0.318151  2.37129e-08
log_fdev[3](31)    0.0669348  4.98328e-08
log_fdev[3](32)    -0.156688  9.95782e-08
log_fdev[3](33)     0.517222  6.51145e-08
log_fdev[3](34)     0.723528  5.93387e-08
log_fdev[3](35)     0.341011  6.44569e-09
log_fdev[3](36)     0.646237  2.73434e-07
log_fdev[3](37)       2.2275  1.08856e-06
log_fdev[3](38)      1.78263  6.38245e-07
log_fdev[3](39)      1.61965  2.25746e-07
log_fdev[3](40)      2.66781 -5.21012e-07
log_fdev[3](41)     0.875009  1.40585e-07
log_fdev[3](42)     0.472853 -2.29957e-08
log_fdev[3](43)     0.247577  4.50354e-09
log_fdev[3](44)    -0.110527 -6.27081e-09
log_fdev[3](45)    -0.276734 -6.00878e-08
log_fdev[3](46)    -0.769732 -1.13336e-08
log_fdev[3](47)    -0.569236  3.24549e-08
log_fdev[3](48)    -0.821094 -9.34044e-08
log_fdev[3](49)     -1.10366 -5.85756e-08
log_fdev[3](50)     -1.20961  7.82185e-08
log_fdev[3](51)     -1.52574 -6.09035e-08
log_fdev[3](52)     -1.16481 -4.34304e-08
log_fdev[3](53)     0.145209 -9.18843e-08
log_fdev[3](54)    -0.285604 -8.63221e-08
log_fdev[3](55)     -1.71718  3.04443e-08
log_fdev[3](56)     -1.67974   2.1837e-08
log_fdev[3](57)     -1.34219   9.3668e-08
log_fdev[3](58)    -0.371419  2.29589e-07
log_fdev[3](59)     0.320357  1.27073e-07
log_fdev[3](60)   -0.0342342  1.92037e-07
log_fdev[3](61)   -0.0845887  1.79781e-07
log_fdev[3](62)    0.0827544   2.7626e-07
log_fdev[3](63)    -0.599299  4.43477e-08
log_fdev[3](64)     -1.31814  5.29901e-08
log_fdev[3](65)     -0.97918  5.71883e-09
log_fdev[3](66)     -1.29487  1.44954e-08
log_fdev[4](1)      1.60185  2.38181e-07
log_fdev[4](2)      1.93883  2.95644e-07
log_fdev[4](3)      1.11346  9.56596e-08
log_fdev[4](4)     0.491638  1.06728e-07
log_fdev[4](5)    0.0227017  1.70008e-08
log_fdev[4](6)    -0.357853  1.06426e-07
log_fdev[4](7)     0.157731  1.33015e-07
log_fdev[4](8)    -0.159268  1.59819e-07
log_fdev[4](9)    -0.314384  9.88525e-08
log_fdev[4](10)      -1.1749  8.61583e-08
log_fdev[4](11)    -0.486738  1.05799e-07
log_fdev[4](12)    -0.207315  9.93468e-08
log_fdev[4](13)    -0.615669  8.88215e-08
log_fdev[4](14)    -0.310737  3.01739e-07
log_fdev[4](15)    -0.516531   2.4236e-07
log_fdev[4](16)    -0.956232  2.17205e-07
log_fdev[4](17)    -0.693639  2.54237e-07
log_fdev[4](18)    -0.377206  3.21532e-07
log_fdev[4](19)     0.628484  6.73276e-07
log_fdev[4](20)     0.910538  2.01012e-07
log_fdev[4](21)     0.711983 -2.41109e-07
log_fdev[4](22)      1.09738 -2.76033e-07
log_fdev[4](23)     0.961175   3.3096e-07
log_fdev[4](24)      1.16948  1.48909e-07
log_fdev[4](25)      1.40215 -8.48665e-08
log_fdev[4](26)      1.24177 -1.01066e-07
log_fdev[4](27)     0.891414  -9.4176e-08
log_fdev[4](28)      1.00476 -1.52241e-07
log_fdev[4](29)      1.35514 -3.83715e-07
log_fdev[4](30)     0.770793 -3.11987e-07
log_fdev[4](31)     0.124334  -2.3768e-07
log_fdev[4](32)     0.380447 -4.83962e-07
log_fdev[4](33)     0.149863 -4.75546e-07
log_fdev[4](34)     0.160523  -5.4812e-07
log_fdev[4](35)     0.044326 -4.42583e-07
log_fdev[4](36)     -0.24457 -2.37115e-07
log_fdev[4](37)    -0.541914   7.7954e-08
log_fdev[4](38)    -0.890959  2.21256e-07
log_fdev[4](39)    -0.917014  2.19805e-07
log_fdev[4](40)     -1.18178  3.72842e-07
log_fdev[4](41)    -0.521017  5.16082e-07
log_fdev[4](42)    -0.373098  2.63071e-07
log_fdev[4](43)    -0.463154  3.16796e-07
log_fdev[4](44)    -0.462405  4.09396e-07
log_fdev[4](45)    -0.887153   3.5285e-07
log_fdev[4](46)    -0.651425  2.28938e-07
log_fdev[4](47)    -0.715516  2.09739e-07
log_fdev[4](48)    -0.853623  1.18647e-07
log_fdev[4](49)    -0.729205  3.72337e-08
log_fdev[4](50)     -1.16762  8.73186e-08
log_fdev[4](51)     -1.55985 -1.46749e-08
log_foff[1]     -6.52466 -5.95607e-10
log_foff[2]     -4.33357  3.39463e-09
log_foff[3]    -0.500001  8.07756e-09
log_foff[4]     -6.05083 -2.24854e-09
log_fdov[1](1)            0            0
log_fdov[2](1)            0            0
log_fdov[3](1)            0            0
log_fdov[4](1)            0            0
rec_dev_est(1974)    -0.699343 -9.03011e-08
rec_dev_est(1975)     0.935188 -1.08234e-05
rec_dev_est(1976)    -0.132082 -4.24955e-06
rec_dev_est(1977)    -0.732428 -1.24329e-06
rec_dev_est(1978)     -1.54023 -7.52702e-07
rec_dev_est(1979)     -1.75034 -2.14157e-06
rec_dev_est(1980)     -1.45917 -3.98269e-06
rec_dev_est(1981)     -1.32494 -4.62252e-06
rec_dev_est(1982)    -0.235788 -2.19157e-05
rec_dev_est(1983)    -0.590436 -2.75496e-05
rec_dev_est(1984)    -0.478318 -3.62922e-05
rec_dev_est(1985)     -0.38832 -3.34071e-05
rec_dev_est(1986)    -0.837348 -6.32919e-06
rec_dev_est(1987)     -1.33221  5.78094e-06
rec_dev_est(1988)     -1.91601 -1.80573e-06
rec_dev_est(1989)      -2.6854 -4.02503e-06
rec_dev_est(1990)      -2.6919 -2.57183e-06
rec_dev_est(1991)     -2.70812  6.42622e-09
rec_dev_est(1992)     -2.71528  1.63895e-06
rec_dev_est(1993)     -2.49428  2.18327e-06
