ParName   Value   Gradient
theta[3]      8.28386   -0.0109686
G_pars_est[11]          150  1.38255e-06
G_pars_est[12]      34.7086 -1.38069e-08
G_pars_est[13]          130 -2.94072e-06
G_pars_est[14]      34.7086 -1.38069e-08
M_pars_est[1]     0.264076   0.00610616
M_pars_est[2]      0.63775   0.00253212
M_pars_est[3]     0.914369 -6.33584e-07
S_pars_est[1]      4.80128  -0.00106738
S_pars_est[2]      1.61538  0.000173787
S_pars_est[3]      4.69102 -7.06788e-05
S_pars_est[4]      1.61663 -2.07586e-06
S_pars_est[5]      4.97038  0.000110231
S_pars_est[6]      2.02186  -6.0356e-05
S_pars_est[7]      4.70512 -8.74778e-05
S_pars_est[8]      2.31916    1.791e-05
S_pars_est[9]      4.69618  4.00631e-06
S_pars_est[10]      2.52154  9.01858e-06
S_pars_est[11]      4.47439 -6.47459e-06
S_pars_est[12]      1.20229  -3.0807e-06
S_pars_est[13]      4.38238  3.49325e-06
S_pars_est[14]      1.22686 -2.08178e-08
S_pars_est[15]      4.57755  3.70135e-06
S_pars_est[16]      1.45097 -3.98899e-07
S_pars_est[17]      4.61633 -1.16454e-06
S_pars_est[18]      2.15044  -2.6526e-06
S_pars_est[19]      4.39987  1.23862e-05
S_pars_est[20]      2.07884 -1.67167e-07
S_pars_est[21]      4.91532    0.0019367
S_pars_est[22]      1.27244 -2.48224e-05
log_fbar[1]     -1.13829  -0.00627806
log_fbar[2]     -3.04644   0.00026455
log_fbar[3]     -3.67547  -0.00037168
log_fbar[4]     -3.80384  0.000166583
log_fdev[1](1)     -1.66873 -1.86433e-05
log_fdev[1](2)      -1.4087 -1.69128e-05
log_fdev[1](3)     0.414379 -2.77762e-05
log_fdev[1](4)   0.00324681  4.14699e-05
log_fdev[1](5)     0.190978 -0.000220093
log_fdev[1](6)      0.48599 -0.000268825
log_fdev[1](7)     0.818888  1.34117e-05
log_fdev[1](8)       1.1163  0.000502206
log_fdev[1](9)     0.886832   0.00014474
log_fdev[1](10)     0.992644 -3.33727e-06
log_fdev[1](11)     0.192922  1.34718e-05
log_fdev[1](12)     0.476343  4.83572e-06
log_fdev[1](13)      1.25768 -3.24427e-05
log_fdev[1](14)      1.70535   0.00015349
log_fdev[1](15)      2.52568  0.000823396
log_fdev[1](16)      3.10783  0.000498669
log_fdev[1](17)      1.41241  -0.00031126
log_fdev[1](18)    -0.244741 -0.000635896
log_fdev[1](19)     -2.07363  -0.00054585
log_fdev[1](20)     -1.04238 -0.000437887
log_fdev[1](21)     -1.22303 -0.000148697
log_fdev[1](22)     -0.40431 -4.55355e-05
log_fdev[1](23)     0.697423 -1.88399e-05
log_fdev[1](24)      1.48874  2.08689e-05
log_fdev[1](25)      1.50774  -2.6787e-05
log_fdev[1](26)      2.00852  6.14845e-05
log_fdev[1](27)      1.63538 -0.000279117
log_fdev[1](28)      0.88699 -0.000406773
log_fdev[1](29)     0.182081 -0.000293582
log_fdev[1](30)    -0.652615   0.00171511
log_fdev[1](31)     -2.54917 -0.000616722
log_fdev[1](32)     -2.01473 -0.000509124
log_fdev[1](33)     -2.22214  -0.00131743
log_fdev[1](34)      -2.5666  -0.00252329
log_fdev[1](35)     -3.12881  -0.00214863
log_fdev[1](36)    -0.957323 -0.000619843
log_fdev[1](37)     0.146955 -0.000267758
log_fdev[1](38)     0.399136 -7.16196e-05
log_fdev[1](39)       -1.495 -0.000885058
log_fdev[1](40)      -1.2904  -0.00089895
log_fdev[1](41)     0.648825  0.000921641
log_fdev[1](42)     0.871765  0.000365466
log_fdev[1](43)    -0.194578  -0.00121345
log_fdev[1](44)     -0.92413   0.00139501
