##--attempt to match TCSAM02 2024 assessment model 24_22_03d5
#========================================================================================================
#  Gmacs Main Data File Version 1.1: TANNER CRAB 2025_01
#  GEAR_INDEX	DESCRIPTION
#  1  :  TCF - Directed fishery                 (retained & 2-sex total catch, zcs)
#  2  :  SCF - snow crab fishery                (2-sex total catch, zcs)
#  3  :  RKF - BBRKC fishery                    (2-sex total catch, zcs)
#  4  :  GFA - Groundfish fisheries, all gear   (combined-sex total catch, 2-sex zcs)
#  5  :  NNMFS_1975 - NMFS EBS bottom trawl survey, 1975-81
#  6  :  NNMFS_1982 - NMFS EBS bottom trawl survey, 1982+
#  7  :  BSFRF - BSFRF SBS bottom trawl survey (all years)
#========================================================================================================
1948	# Start	year
2023	# End	year
 3	# Number of seasons
 6	# Number of fleets (fishing fleets and surveys)
 2	# Number of sexes	 (both sexes)
 1	# Number of shell condition types
 2	# Number of maturity types
32	# Number of size-classes in the	model
 3   # Season recruitment occurs           (?beginning or end of season?)
 3   # Season molting and growth occurs    (?beginning or end of season?)
 3   # Season to calculate SSB             (?beginning or end of season?)
 1   # Season for N output                 (?beginning or end of season?)
# maximum size-class (males then females)
32  #-- males 
28  #--females 
#	size_breaks (a vector giving the break points between size intervals, dim=nclass+1)
24.5    29.5    34.5    39.5    44.5    49.5    54.5    59.5    64.5    69.5    74.5    79.5    84.5    89.5    94.5    99.5    104.5    109.5    114.5    119.5    124.5    129.5    134.5    139.5    144.5    149.5    154.5    159.5    164.5    169.5    174.5    179.5    184.5 
#	Natural	mortality	per	season	input	type	(1	=	vector	by	"season,"	2	=	matrix	by	season/year)														
1	# OK																											
#	Proportion of the total	natural	mortality to be	applied	each season
##     Season
0.62 #--Season 1  Summer/Fall/Winter: 0.000-0.62
0.01 #--Season 2  Fisheries:          0.62-0.63 
0.37 #--Season 3  Winter/Spring:      0.63-1.000

# Fishing fleet	names (delimited with spaces; no spaces in names)
TCF #--directed Tanner crab fishery
SCF #--bycatch in snow crab fishery
RKF #--bycatch in BBRKC fishery
GFA #--bycatch in groundfish undetermined gear fisheries
# Survey names (delimited with spaces; no spaces in names)
NMFS  #--NMFS survey, indices for undetermined males, immature females, mature females
BSFRF #--BSFRF survey, indices for undetermined males, immature females, mature females
# Are the seasons instantaneous (0) or continuous (1)   <-really should move this before names
1 1 1  
##------------------------------------------------------------
##--CATCH DATA------------------------------------------------
##------------------------------------------------------------
1 #--input format for catch data (0:old format; 1: new format)
5 #--number of catch dataframes
#------------------
#--1 fleet: TCF; gear: pot; catch_type: RETAINED; units: THOUSANDS_MT.
BIOMASS        #--units type (1,000's mt)
RETAINED       #--catch type
TCF            #--fleet
male           #--sex (male(s), female(s), undetermined)
undetermined   #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
44        #--number of rows in dataframe
#year  season  value  cv  multiplier  effort  discard_mortality
1  1976  1  157.0179  0.138066  1  0
1  1977  1  138.4987  0.1213517  1  0
1  1978  1  98.30468  0.1180017  1  0
1  1979  1  51.4174  0.1650505  1  0
1  1980  1  152.4788  0.1551848  1  0
1  1981  1  79.92425  0.1282785  1  0
2  1982  1  65.85193  0.1427407  1  0
2  1983  1  37.98408  0.1477909  1  0
2  1984  1  30.50255  0.1277109  1  0
2  1985  1  14.90088  0.1347584  1  0
2  1986  1  21.59436  0.2205274  1  0
2  1987  1  45.49923  0.1372705  1  0
2  1988  1  99.20687  0.2081005  1  0
2  1989  1  132.7999  0.1212905  1  0
2  1990  1  132.417  0.1263235  1  0
2  1991  1  145.7903  0.1715669  1  0
2  1992  1  127.5822  0.2300684  1  0
2  1993  1  73.2663  0.1424607  1  0
2  1994  1  48.33188  0.1189497  1  0
2  1995  1  34.97593  0.1647995  1  0
2  1996  1  30.7638  0.2110799  1  0
2  1997  1  14.63363  0.1095279  1  0
2  1998  1  15.00323  0.09873249  1  0
2  1999  1  21.52859  0.2553882  1  0
2  2000  1  23.32531  0.1968227  1  0
2  2001  1  29.24505  0.1302347  1  0
2  2002  1  27.40691  0.1295004  1  0
2  2003  1  37.79805  0.1269341  1  0
2  2004  1  38.87118  0.1378266  1  0
2  2005  1  63.74282  0.116409  1  0
2  2006  1  101.529  0.1519139  1  0
2  2007  1  104.1829  0.1812874  1  0
2  2008  1  84.89689  0.2493563  1  0
2  2009  1  47.40533  0.1370568  1  0
2  2010  1  48.9957  0.1663715  1  0
2  2011  1  62.66448  0.1698932  1  0
2  2012  1  80.11173  0.1702976  1  0
2  2013  1  103.3713  0.2106117  1  0
2  2014  1  108.9064  0.09904335  1  0
2  2015  1  74.23326  0.09032987  1  0
2  2016  1  69.62469  0.09407506  1  0
2  2017  1  54.20121  0.1091322  1  0
2  2018  1  47.08325  0.09538577  1  0
2  2019  1  28.67287  0.1155999  1  0
2  2021  1  31.5641  0.1094423  1  0
2  2022  1  29.63251  0.1107957  1  0
2  2023  1  34.51594  0.08175913  1  0
2  2024  1  83.41287  0.1213863  1  0   #--updated
#------------------
#--2 fleet: NMFS (immature females); gear: all; catch_type: TOTAL; units: THOUSANDS_MT.
BIOMASS        #--units type (1,000's mt)
sel            #--catch type
NMFS           #--fleet
female         #--sex (male(s), female(s), undetermined)
immature       #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
49             #--number of rows in dataframe
#q_index  year  season  value  cv  multiplier  CPUE_timing
3  1975  1  9.549029  0.2405807  1  0
3  1976  1  6.368425  0.2530834  1  0
3  1977  1  14.47094  0.5961865  1  0
3  1978  1  6.813889  0.2425015  1  0
3  1979  1  2.656996  0.287206  1  0
3  1980  1  13.51014  0.228527  1  0
3  1981  1  1.520726  0.2099671  1  0
4  1982  1  1.714811063  0.269976917  1  0
4  1983  1  2.269958691  0.237240433  1  0
4  1984  1  2.233477302  0.212461639  1  0
4  1985  1  0.994041949  0.178262823  1  0
4  1986  1  2.69288222  0.170238892  1  0
4  1987  1  14.99475403  0.291330173  1  0
4  1988  1  10.17196664  0.173393348  1  0
4  1989  1  11.80883464  0.189816334  1  0
4  1990  1  9.858516375  0.186591093  1  0
4  1991  1  7.010051918  0.171189912  1  0
4  1992  1  1.981160721  0.168748669  1  0
4  1993  1  1.060801872  0.186239318  1  0
4  1994  1  1.199472214  0.325300517  1  0
4  1995  1  1.051717923  0.155103475  1  0
4  1996  1  1.429599076  0.208135776  1  0
4  1997  1  1.389474212  0.265541598  1  0
4  1998  1  1.957399669  0.19057175  1  0
4  1999  1  2.848218287  0.194866599  1  0
4  2000  1  2.47272754  0.152959847  1  0
4  2001  1  6.265529149  0.206362646  1  0
4  2002  1  5.492100959  0.163502254  1  0
4  2003  1  4.657658372  0.240423443  1  0
4  2004  1  4.07851861  0.146743125  1  0
4  2005  1  10.37010238  0.196113055  1  0
4  2006  1  13.23820033  0.224836766  1  0
4  2007  1  5.581171279  0.228502633  1  0
4  2008  1  2.841134409  0.208060358  1  0
4  2009  1  2.537844938  0.271966021  1  0
4  2010  1  3.774639907  0.163450485  1  0
4  2011  1  10.34392957  0.190369184  1  0
4  2012  1  11.65085062  0.240035464  1  0
4  2013  1  6.373082839  0.180914594  1  0
4  2014  1  2.45274385  0.207296002  1  0
4  2015  1  1.645612111  0.172329353  1  0
4  2016  1  1.11824268  0.215331143  1  0
4  2017  1  1.380775437  0.18537644  1  0
4  2018  1  5.015019337  0.171210452  1  0
4  2019  1  4.918558103  0.163771176  1  0
4  2021  1  3.341525919  0.133868584  1  0
4  2022  1  2.69426751  0.201088014  1  0
4  2023  1  9.263519739  0.16509111  1  0
4  2024  1  19.11663  0.1679804  1  0      #--updated 
#------------------
#--3 fleet: NMFS (mature females); gear: all; catch_type: TOTAL; units: THOUSANDS_MT.
BIOMASS        #--units type (1,000's mt)
sel            #--catch type
NMFS           #--fleet
female         #--sex (male(s), female(s), undetermined)
mature         #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
49             #--number of rows in dataframe
#q_index  year  season  value  cv  multiplier  CPUE_timing
3  1975  1  31.41805  0.1958503  1  0
3  1976  1  31.15657  0.1930654  1  0
3  1977  1  38.57341  0.3090352  1  0
3  1978  1  25.75296  0.226994  1  0
3  1979  1  10.44957  0.3279679  1  0
3  1980  1  63.78323  0.2756811  1  0
3  1981  1  42.57716  0.2518901  1  0
4  1982  1  64.14346715  0.258134084  1  0
4  1983  1  20.4302  0.182835663  1  0
4  1984  1  14.91355448  0.224404579  1  0
4  1985  1  5.554347618  0.263038508  1  0
4  1986  1  3.36580315  0.19709414  1  0
4  1987  1  5.139218059  0.164103291  1  0
4  1988  1  25.3658027  0.233145567  1  0
4  1989  1  19.39877416  0.151461857  1  0
4  1990  1  37.69421249  0.266791286  1  0
4  1991  1  44.76405783  0.219305718  1  0
4  1992  1  26.22554073  0.163865468  1  0
4  1993  1  11.64117818  0.144457896  1  0
4  1994  1  9.846141003  0.205936165  1  0
4  1995  1  12.39834098  0.218780202  1  0
4  1996  1  9.580185829  0.279861701  1  0
4  1997  1  3.397338546  0.184937873  1  0
4  1998  1  2.277504973  0.158040621  1  0
4  1999  1  3.825935615  0.215557292  1  0
4  2000  1  4.131008092  0.282045754  1  0
4  2001  1  4.561630348  0.225032358  1  0
4  2002  1  4.46750827  0.201505425  1  0
4  2003  1  8.40261999  0.19127402  1  0
4  2004  1  4.728581954  0.173292748  1  0
4  2005  1  11.57900026  0.187529542  1  0
4  2006  1  14.93940262  0.172373768  1  0
4  2007  1  13.43636537  0.187830065  1  0
4  2008  1  11.66275271  0.181882142  1  0
4  2009  1  8.476979983  0.206150195  1  0
4  2010  1  5.472827768  0.219104451  1  0
4  2011  1  5.413682698  0.144286386  1  0
4  2012  1  12.35539009  0.224275763  1  0
4  2013  1  17.84871146  0.214756301  1  0
4  2014  1  14.86372216  0.285963706  1  0
4  2015  1  11.21141166  0.250311836  1  0
4  2016  1  7.625423034  0.255949469  1  0
4  2017  1  7.112814065  0.230405285  1  0
4  2018  1  4.967239576  0.202843349  1  0
4  2019  1  4.846015599  0.217669737  1  0
4  2021  1  8.5542826  0.151455823  1  0
4  2022  1  6.668784957  0.203488906  1  0
4  2023  1  7.326414651  0.225090717  1  0
4  2024  1  24.63838  0.1915425  1  0       #--updated 
#------------------
#--4 fleet: BSFRF (all males); gear: all; catch_type: TOTAL; units: THOUSANDS_MT.
BIOMASS        #--units type (1,000's mt)
sel            #--catch type
BSFRF          #--fleet
male           #--sex (male(s), female(s), undetermined)
undetermined   #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
6              #--number of rows in dataframe
#q_index  year  season  value  cv  multiplier  CPUE_timing
5  2013  1  56.57112  0.5538109  1  0
5  2014  1  42.96887  0.2098585  1  0
5  2015  1  23.2713   0.2039434  1  0
5  2016  1  55.99165  0.1838161  1  0
5  2017  1  63.90773  0.199872   1  0
5  2018  1  47.051    0.166893   1  0     #--updated
#------------------
#--5 fleet: BSFRF (immature females); gear: all; catch_type: TOTAL; units: THOUSANDS_MT.
BIOMASS        #--units type (1,000's mt)
sel            #--catch type
BSFRF          #--fleet
female         #--sex (male(s), female(s), undetermined)
immature       #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
6        #--number of rows in dataframe
#q_index  year  season  value  cv  multiplier  CPUE_timing
5  2013  1  0.5216463  0.3784546  1  0
5  2014  1  0.1478894  0.3343059  1  0
5  2015  1  0.2545097  0.6168318  1  0
5  2016  1  0.2019464  0.3313479  1  0
5  2017  1  0.7592649  0.2789141  1  0 
5  2018  1  2.424758   0.228647   1  0    #--updated
#------------------
#--6 fleet: BSFRF (mature females); gear: all; catch_type: TOTAL; units: THOUSANDS_MT.
BIOMASS        #--units type (1,000's mt)
sel            #--catch type
BSFRF          #--fleet
female         #--sex (male(s), female(s), undetermined)
mature         #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
6              #--number of rows in dataframe
#q_index  year  season  value  cv  multiplier  CPUE_timing
5  2013  1  3.050488  0.4595771  1  0
5  2014  1  1.252191  0.3483708  1  0
5  2015  1  0.7134067 0.4436005  1  0
5  2016  1  2.64855   0.2905472  1  0
5  2017  1  4.540253  0.342788   1  0
5  2018  1  3.976498  0.2505976  1  0     #--updated
#------------------
#----------------------------------SIZE FREQUENCY DATA-----------------------------
##------------------------------------------------------------
##--SIZE COMPS------------------------------------------------
##------------------------------------------------------------
1 #--input format for size comps (0:old format; 1: new format)
15 #--number of size comps dataframes
#--------
#--1 fleet: TCF; gear: all; catch_type: RETAINED; units: MILLIONS.
RETAINED       #--catch type
TCF            #--fleet
male           #--sex (male(s), female(s), undetermined)
undetermined   #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
28        #--number of rows in dataframe
32        #--number of size bins in dataframe
#Year  Season  Stage1_EffN   25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 
1980  2  95.65676  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000971308  0  0.002913925  0.007770466  0.08061858  0.714882827  2.307828258  2.448667945  2.383590297  2.071800368  1.363716698  0.867378213  0.413777289  0.179692015  0.084503812
1981  2  81.290281  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000854209  0.001708418  0.004271046  0.008969196  0.012813138  0.043137563  0.55011071  1.20358073  1.019925757  0.792279012  0.556090174  0.341256566  0.150340815  0.114036925  0.022209439  0.009396301
1982  2  97.1588  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000169151  0  0  0.000169151  0.000676605  0.001691513  0.002198966  0.005074538  0.012686345  0.226831851  0.55464701  0.510498529  0.432350643  0.278084686  0.156972377  0.065630692  0.025710993  0.009979925  0.003383025
1983  2  12.037946  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000308583  0  0  0.001542916  0.000308583  0.000617167  0.00277725  0.004628749  0.08084882  0.154908808  0.111089982  0.078071571  0.048138992  0.02160083  0.008948915  0.001542916  0.001542916  0
1984  2  18.268933  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.001001181  0.006007086  0.132155887  0.267815907  0.244288154  0.230271621  0.193728516  0.122644668  0.048557277  0.022526572  0.003003543  0.00050059
1988  2  88.972998  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.081129609  0.723853803  0.640152362  0.574453745  0.469242436  0.245726856  0.111523987  0.040681706  0.006312679  0.001402817
1989  2  199.999991  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000593648  0  0.00148412  0.004749185  0.003265065  0.003858713  0.003561889  0.00653013  0.027901465  0.575838736  3.05491354  2.428911533  1.771149348  1.177501167  0.787177488  0.447907553  0.221727596  0.104185256  0.051350568
1990  2  199.99999  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.002583093  0.004172688  0.006557081  0.014902458  0.022254337  0.040137286  0.103721106  1.161199514  4.032406389  3.528902014  2.683634606  2.013024004  1.36407164  0.894544869  0.495953797  0.183200882  0.058020236
1991  2  200.00001  0  0  0  0  0  0  0  0  0  0  0  0.00101583  0.002742741  0.003250656  0.00436807  0.007212394  0.006196564  0.00944722  0.012189962  0.019605522  0.026411583  0.063794132  0.784220861  3.11555101  2.885770234  2.217658758  1.622382301  1.088563568  0.618640549  0.304647456  0.098535523  0.031897066
1992  2  199.99999  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000121742  0.000486969  0.000730453  0.00109568  0.002556587  0.005113173  0.008765439  0.018261332  0.054053543  1.115645655  4.402563707  3.876393855  2.968075192  1.687347094  0.750175526  0.255780393  0.085463035  0.024226701  0.009008924
1993  2  200.00005  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000101031  0.000101031  0  0.000707218  0.00343506  0.019701077  0.418370049  1.520923137  1.540725245  1.491927193  1.104371649  0.673574768  0.296021309  0.129521952  0.030208318  0.006364963
1994  2  198.77341  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000121182  0  0  0.000242363  0.000242363  0.001938905  0.008846252  0.220186856  0.742115744  0.744902919  0.691825405  0.490300506  0.296046499  0.116819003  0.031870745  0.005695532  0.000484726
1995  2  138.53341  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.001171317  9.76097E-05  0.000390439  0.002830682  0.151978337  0.456911108  0.425285558  0.364279482  0.255932691  0.142803023  0.057687346  0.017862579  0.003904389  0.000390439
1996  2  31.83768  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000165757  0.000165757  0.000497271  0.003978165  0.033814405  0.130450668  0.137412458  0.141722137  0.129621884  0.086525094  0.046080414  0.017238716  0.005469977  0.001160298
2005  2  5.0667177  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000629755  0  0.038415031  0.200891721  0.139175769  0.056677915  0.007557055  0.000629755  0  0  0  0
2006  2  21.129296  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000315001  0.000945003  0.035910116  0.226485734  0.229005742  0.186165603  0.135135438  0.073395238  0.029295095  0.007245023  0.002205007  0
2007  2  41.87769  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00031823  0  0  0  0  0.000636461  0.071760934  0.327777216  0.221806524  0.148613553  0.086081298  0.047416316  0.016388861  0.005409915  0.000954691  0
2008  2  25.082051  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000237928  0.000475856  0.056626883  0.201525084  0.198669947  0.161315238  0.115395119  0.059006164  0.027123801  0.008327483  0.001665497  0
2009  2  17.370578  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00020106  0.00020106  0.009650899  0.035185571  0.060720242  0.081228404  0.096307934  0.096508995  0.070974323  0.028349517  0.005428631  0.001206362
2013  2  34.216517  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000303669  0.000607338  0.020345821  0.161248227  0.228966409  0.24931223  0.252652589  0.183719731  0.133918019  0.092922707  0.064681492  0.03856596  0.016701794  0.001822014  0
2014  2  103.28198  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.001046948  0.013610322  0.264877814  1.310778747  1.593454675  1.485095569  1.239586291  0.799868181  0.384753346  0.19787315  0.117258163  0.079044565  0.028267593  0.006805161  0.000523474
2015  2  174.78375  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.003124791  0.037051098  0.360690203  1.685601742  2.128875717  2.233333029  1.845858899  1.164207983  0.620940684  0.34372705  0.233020156  0.133026832  0.052228656  0.012052767  0.002678393
2017  2  24.93831  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000386281  0.002703965  0.017768912  0.154898557  0.264602274  0.300140097  0.243743116  0.168418382  0.10584091  0.050989051  0.02240428  0.006953052  0.001158842  0  0.000386281
2018  2  23.759677  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.001253183  0.040101866  0.241028922  0.33125812  0.303688087  0.225155267  0.132419702  0.053886882  0.030076399  0.015873655  0.005012733  0.000835456  0.000417728  0
2020  2  23.881847  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.002366196  0.059680711  0.228469331  0.234516276  0.160638391  0.088337969  0.049427197  0.028920169  0.012882621  0.006046944  0.001840374  0.000525821  0  0
2021  2  16.845939  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.007357921  0.060201169  0.18528582  0.234450108  0.17826235  0.073579206  0.03210729  0.008361273  0.002675608  0.000668902  0.001003353  0  0  0  0
2022  2  34.051221  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000268109  0  0  0.001876765  0.02788337  0.162474253  0.317441445  0.282319123  0.186335984  0.121989745  0.092497718  0.047723461  0.021448746  0.006970843  0.001072437  0  0  0
2023  2  32.491677  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.001886574  0.012666994  0.10133595  0.190543928  0.216147426  0.215608405  0.181650081  0.145266163  0.092981125  0.043660702  0.014284057  0.002425595  0  0  0
#--------
#--2 fleet: TCF; gear: all; catch_type: TOTAL; units: MILLIONS.
TOTAL          #--catch type
TCF            #--fleet
male           #--sex (male(s), female(s), undetermined)
undetermined   #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
20        #--number of rows in dataframe
32        #--number of size bins in dataframe
#Year  Season  Stage1_EffN   25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 
1991  2  169.58516  0  0  0  0  0  0  0.001087993  0.002175986  0.001087993  0.003263979  0.008703944  0.023935845  0.0772475  0.192574754  0.362301656  0.550524438  0.765947044  1.192440285  1.947507399  2.87012543  4.128933285  5.408413006  4.994975681  3.457641628  2.468656027  2.054130709  1.44050268  0.995513559  0.599484121  0.315517959  0.094655388  0.044607711
1992  2  172.46469  0  0.000924955  0  0  0  0  0.000924955  0  0  0.00369982  0.020349011  0.053647394  0.110994608  0.260837329  0.566997455  1.056298685  1.382807824  1.996053032  2.822037906  4.472157744  6.123202537  7.792746431  7.436638731  6.071405053  4.776467961  3.266941293  1.649194883  0.625269625  0.162792092  0.049022618  0.017574146  0.00184991
1993  2  158.82342  0  0  0  0  0  0  0  0  0  0.001172436  0.00195406  0.014460046  0.025793595  0.073863477  0.126232292  0.201268205  0.26340732  0.465066337  0.790612773  1.360025928  2.020889101  2.669637101  2.412482773  1.691825356  1.344784258  1.155631226  0.722611477  0.293499848  0.109036561  0.0324374  0.006252993  0.001172436
1994  2  41.626141  0  0  0  0  0  0  0  0  0.003306041  0  0  0.003306041  0.02314229  0.036366456  0.059508746  0.117364471  0.224810818  0.282666543  0.520701526  0.857917753  1.110829923  1.446393128  1.284397098  0.938915768  0.859570773  0.709145888  0.497559236  0.419867262  0.109099367  0.067773849  0.001653021  0
1995  2  40.16721  0  0  0  0  0  0  0  0.001284205  0.001284205  0.005136818  0.003852614  0.010273636  0.011557841  0.034673522  0.092462725  0.100167952  0.146399314  0.267114538  0.409661238  0.671638958  1.008100539  1.431888027  1.214857465  0.577892029  0.413513852  0.342882604  0.240146243  0.128420451  0.053936589  0.007705227  0.002568409  0
1996  2  2.5297652  0  0  0  0  0  0  0  0  0  0  0  0  0  0.001219284  0  0.00609642  0.017069977  0.025604966  0.02072783  0.042674943  0.075595614  0.071937761  0.060964205  0.0536485  0.021947114  0.009754273  0.014631409  0.004877136  0.001219284  0  0.001219284  0
2005  2  141.68845  0  0  0  0  0  0  0  0  0  0.000101837  0.000305511  0.000763777  0.001629392  0.005295523  0.010947475  0.018788922  0.031111196  0.054788294  0.074340993  0.103568206  0.124241112  0.160596913  0.169711322  0.141298805  0.073475379  0.026070266  0.006212056  0.000560103  5.09185E-05  0  0  0
2006  2  169.06975  0  9.70829E-05  0  0  0  0  0  9.70829E-05  0  0.000388332  0.000873746  0.001067912  0.004562898  0.016115766  0.032328615  0.05737601  0.083685483  0.122324489  0.163584733  0.206495387  0.256978509  0.320859075  0.350566451  0.27192928  0.189894206  0.125334059  0.079122586  0.043687317  0.018639922  0.004951229  0.000776663  0.000194166
2007  2  189.76934  0  0  0  0  0  0  0  0  0.000121572  0.00030393  0.000547075  0.002370657  0.006625683  0.024253645  0.054950615  0.108016862  0.168742154  0.256942755  0.351282749  0.471639185  0.527744735  0.5409961  0.449330694  0.30089109  0.201384279  0.134519592  0.080055266  0.040787459  0.014588659  0.004194239  0.000547075  0.00030393
2008  2  195.6662  0  0  0  0  0  0  0  0  0  0  0.000105996  0.000105996  0.001112963  0.002649911  0.006041797  0.011182624  0.019344349  0.033229882  0.054588164  0.090732948  0.13228355  0.175742088  0.221532547  0.232026194  0.203990138  0.161962551  0.106844406  0.062802887  0.02257724  0.005988799  0.00090097  0
2009  2  124.253132  0  0  0  0  0  0  0  0  0  0  3.60104E-05  0  0.000252073  0.000468135  0.001188344  0.002088604  0.003997156  0.005545603  0.006950009  0.01227955  0.017068935  0.024631121  0.043860681  0.056464325  0.069500094  0.085380685  0.099064641  0.094815413  0.066619261  0.025675423  0.005797676  0.00090026
2013  2  124.2675  0  0.000259264  0  0  0  0  0  0  0  0.000129632  0.000129632  0.000388897  0.001814851  0.003370438  0.009463153  0.024630125  0.047704663  0.08866845  0.153743832  0.228671265  0.270153581  0.297246718  0.307617297  0.282339011  0.199763276  0.138706493  0.085686908  0.055871494  0.030204311  0.011407637  0.003240806  0.000259264
2014  2  197.24023  0.00014766  0.00014766  0.00014766  0.00014766  0  0  0  0.00014766  0  0.00014766  0.000295321  0.001033623  0.00649706  0.01624265  0.053157764  0.163755446  0.353794452  0.741403149  1.344153129  1.946017147  2.054695243  1.76232754  1.578785594  1.226910727  0.720878345  0.326181947  0.137028903  0.076192795  0.036324472  0.017571594  0.004429814  0.000295321
2015  2  197.32598  0  0  0  0  0  0  0  0  0.000493278  0  0.002795243  0.008056878  0.018251294  0.052123065  0.147490188  0.39577356  0.767376488  1.497921535  2.415419029  3.266488388  3.031852381  2.671759278  2.157434518  1.523407577  0.859455089  0.45315826  0.216713566  0.122661851  0.064126169  0.026965876  0.005097208  0.000493278
2017  2  135.00467  0  0  0  0  0  0  0  0.000105377  0  0.000316131  0  0.000632262  0.001686033  0.005268853  0.014858165  0.035512068  0.058905774  0.100002826  0.152164469  0.256171624  0.29031379  0.297268675  0.270502903  0.227614441  0.13172132  0.078611284  0.037092724  0.01538505  0.004320459  0.000843016  0.000105377  0.000105377
2018  2  186.59377  0  0  0  0  0  0  0  0  0.000271209  9.0403E-05  0.000452015  0.000994433  0.0029833  0.008045869  0.024499221  0.054603429  0.102878646  0.18541661  0.315054552  0.452557557  0.437008236  0.357905587  0.258100644  0.181348474  0.097816076  0.048908038  0.020792696  0.009492318  0.001898464  0.000632821  9.0403E-05  0
2020  2  126.76856  0  0  0  0  0  0  0  0  0  0.000323278  0.000646555  0.002424583  0.008405221  0.026347136  0.071606019  0.169235895  0.267835605  0.363849093  0.425595141  0.486209716  0.402642421  0.273331326  0.165033285  0.090517766  0.048168383  0.029256635  0.012122915  0.005172444  0.001939666  0.000484917  0  0
2021  2  138.08785  0  0  0  0  0  0  0  8.15763E-05  0  0.000244729  0.000163153  0.001060492  0.002284136  0.013704818  0.034262045  0.093323286  0.150834576  0.224742702  0.289514283  0.31031624  0.244239438  0.131419417  0.050169424  0.013623242  0.004078815  0.001713102  0.000734187  0.00065261  8.15763E-05  0.000163153  0  0
2022  2  195.1153  0  0  0  0  0  0  0  0  0.000170351  0  0.000170351  0.000936928  0.003407012  0.016779536  0.035858806  0.105191509  0.196669793  0.328010122  0.421617789  0.468719736  0.413100258  0.281845104  0.151697229  0.089434076  0.051871764  0.030066885  0.010221037  0.002895961  0.000851753  0  0  0
2023  2  196.78966  0  0  4.95306E-05  0  0  0  9.90613E-05  0  4.95306E-05  0  0  0.000693429  0.001337327  0.003962451  0.010500495  0.028975421  0.064637478  0.118031502  0.190494821  0.247752234  0.265137487  0.240917007  0.191584495  0.154386988  0.099853759  0.062557192  0.026003583  0.007330534  0.000990613  0  0  9.90613E-05
#--------
#--3 fleet: TCF; gear: all; catch_type: TOTAL; units: MILLIONS.
TOTAL          #--catch type
TCF            #--fleet
female         #--sex (male(s), female(s), undetermined)
undetermined   #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
20        #--number of rows in dataframe
32        #--number of size bins in dataframe
#Year  Season  Stage1_EffN   25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 
