ParName   Value   Gradient
theta[3]       7.3976  -0.00360015
M_pars_est[1]     0.325803   0.00110527
M_pars_est[2]    -0.278115  0.000464406
M_pars_est[3]     0.326784  1.87478e-06
S_pars_est[1]      4.80686  0.000251886
S_pars_est[2]      1.90904  7.58207e-05
S_pars_est[3]      4.65196  -1.0263e-05
S_pars_est[4]       1.8149  3.72935e-07
S_pars_est[5]      4.98475  1.60201e-06
S_pars_est[6]      2.28457 -5.49861e-07
S_pars_est[7]      4.49081   -1.916e-06
S_pars_est[8]      2.95397  -6.4425e-06
S_pars_est[9]      4.62371 -5.04873e-06
S_pars_est[10]      3.91202  1.50663e-06
S_pars_est[11]      4.57681  7.38923e-07
S_pars_est[12]      1.65354  2.85382e-07
S_pars_est[13]      4.41488 -1.13009e-06
S_pars_est[14]      1.66145  1.15541e-07
S_pars_est[15]      4.62205 -2.67789e-06
S_pars_est[16]      1.54295 -3.12813e-07
S_pars_est[17]      4.79759   1.3929e-06
S_pars_est[18]      3.08566  -5.7793e-07
S_pars_est[19]      4.76564  2.63231e-06
S_pars_est[20]      3.54768 -5.59283e-07
S_pars_est[21]      4.92067   0.00132476
S_pars_est[22]      1.38402 -2.91896e-05
log_fbar[1]     -2.52177  -0.00264916
log_fbar[2]     -4.18813  2.06329e-05
log_fbar[3]     -4.68396  1.42038e-05
log_fbar[4]     -5.11181  3.66978e-05
log_fdev[1](1)     -1.93861 -7.27118e-06
log_fdev[1](2)     -1.70202 -1.32957e-05
log_fdev[1](3)     0.007824 -1.51488e-05
log_fdev[1](4)     0.336497 -1.79459e-05
log_fdev[1](5)     0.825974 -1.13666e-05
log_fdev[1](6)     0.827129 -1.05368e-05
log_fdev[1](7)     0.662157 -7.51693e-06
log_fdev[1](8)      0.46841 -3.88586e-06
log_fdev[1](9)     0.198449 -5.38329e-06
log_fdev[1](10)     0.342303 -3.53018e-06
log_fdev[1](11)     0.492807 -6.48854e-06
log_fdev[1](12)      1.06226 -1.26445e-06
log_fdev[1](13)      1.31983   2.1731e-06
log_fdev[1](14)     0.844091  8.92398e-06
log_fdev[1](15)     0.762811  1.61764e-05
log_fdev[1](16)     0.567231 -7.35097e-05
log_fdev[1](17)    -0.205758 -4.44365e-05
log_fdev[1](18)    -0.750891  0.000132859
log_fdev[1](19)      -2.0161  0.000159777
log_fdev[1](20)    -0.826334  0.000136769
log_fdev[1](21)    -0.884875 -0.000493683
log_fdev[1](22)    -0.114013 -0.000824225
log_fdev[1](23)     0.749436 -0.000340514
log_fdev[1](24)      1.09592 -0.000148331
log_fdev[1](25)     0.858098   -0.0002003
log_fdev[1](26)      1.06348 -0.000176906
log_fdev[1](27)     0.544358  8.32048e-05
log_fdev[1](28)    0.0237594  0.000230207
log_fdev[1](29)    -0.312881  0.000142039
log_fdev[1](30)    -0.892432  0.000704223
log_fdev[1](31)     -1.06006   0.00135941
log_fdev[1](32)    -0.373466  0.000103703
log_fdev[1](33)    -0.494355 -0.000813764
log_fdev[1](34)    -0.682273 -0.000306363
log_fdev[1](35)     -1.13949  9.40444e-05
log_fdev[1](36)    -0.357907  0.000148922
log_fdev[1](37)     0.947525 -0.000273902
log_fdev[1](38)      1.28604 -0.000245871
log_fdev[1](39)     -0.36841 -0.000282606
log_fdev[1](40)    -0.120216 -0.000285626
log_fdev[1](41)    -0.209514 -0.000111642
log_fdev[1](42)    -0.431169  0.000345121
log_fdev[1](43)   -0.0760837 -4.21376e-05
log_fdev[1](44)    -0.329533  -0.00227317
log_fdev[2](1)   -0.0484125  2.88499e-08
log_fdev[2](2)     0.012361  1.31561e-06
log_fdev[2](3)     0.121249  1.72182e-06
log_fdev[2](4)     0.137754  1.08905e-06
log_fdev[2](5)    0.0392232  9.13629e-07
log_fdev[2](6)   -0.0655542  1.94765e-06
log_fdev[2](7)    0.0761905  2.54835e-06
log_fdev[2](8)      0.14803  3.33365e-06
log_fdev[2](9)     0.172965  5.32707e-06
log_fdev[2](10)     0.206837  6.36881e-06
log_fdev[2](11)     0.178054  3.40782e-06
log_fdev[2](12)     0.235634  3.64546e-07
log_fdev[2](13)   -0.0577883 -1.27993e-06
log_fdev[2](14) -0.000556494 -2.77652e-06
log_fdev[2](15)   -0.0790987 -3.53698e-06
log_fdev[2](16)    0.0705638 -5.39716e-06
log_fdev[2](17)   -0.0165313 -4.58834e-06
log_fdev[2](18)   -0.0302162 -3.20678e-06
log_fdev[2](19)     0.089945 -2.25661e-06
log_fdev[2](20)     0.111633 -1.01476e-07
log_fdev[2](21)    0.0213603 -2.73975e-07
log_fdev[2](22)    -0.228294 -6.57529e-07
log_fdev[2](23)      -0.1213 -5.30697e-07
log_fdev[2](24)   -0.0572819 -9.88016e-07
log_fdev[2](25)    -0.189528 -1.55283e-06
log_fdev[2](26)    -0.297369  -2.4249e-06
log_fdev[2](27)    -0.199846   -3.488e-06
log_fdev[2](28)    0.0018711  2.57091e-07
log_fdev[2](29)    0.0755142  5.28224e-06
log_fdev[2](30)    0.0286842   3.2133e-06
log_fdev[2](31)    -0.052793  1.44332e-06
log_fdev[2](32)  -0.00831676  3.05083e-07
log_fdev[2](33)  -0.00119993  3.90452e-07
log_fdev[2](34)    0.0490862  3.18764e-07
log_fdev[2](35)   0.00479598  2.74032e-07
log_fdev[2](36)   -0.0243249  6.86349e-06
log_fdev[2](37)    0.0291145  4.25274e-06
log_fdev[2](38)    0.0535529   1.1671e-06
log_fdev[2](39)    0.0422325  3.09068e-06
log_fdev[2](40)    -0.014968  1.51959e-06
log_fdev[2](41)   -0.0100975  1.63943e-06
log_fdev[2](42)    0.0295089  2.44482e-06
log_fdev[2](43)    -0.182565  3.22084e-06
log_fdev[2](44)    -0.250119  3.69308e-06
log_fdev[3](1)    -0.206652  4.89752e-07
log_fdev[3](2)     -0.31593  4.28291e-08
log_fdev[3](3)    -0.220221 -1.73369e-08
log_fdev[3](4)    -0.143585  2.06654e-07
log_fdev[3](5)    -0.253109 -1.17888e-07
log_fdev[3](6)    -0.220835  1.36552e-07
log_fdev[3](7)    -0.265395  6.20013e-07
log_fdev[3](8)    -0.231918  6.93075e-07
log_fdev[3](9)   -0.0349078  2.57598e-07
log_fdev[3](10)     0.068672  3.07765e-07
log_fdev[3](11)      0.14408 -8.39949e-08
log_fdev[3](12)     0.143791  7.51221e-07
log_fdev[3](13)    0.0760221  4.77928e-07
log_fdev[3](14)    0.0753677  2.34887e-07
log_fdev[3](15)    0.0821229  3.84234e-07
log_fdev[3](16)     0.141679  5.25437e-07
log_fdev[3](17)     0.131736   2.2385e-07
log_fdev[3](18)     0.124046  2.25793e-07
log_fdev[3](19)    0.0692468  3.89698e-07
log_fdev[3](20)     0.166359 -5.50984e-07
log_fdev[3](21)      0.15232 -1.33967e-07
log_fdev[3](22)     0.169797 -2.36358e-08
log_fdev[3](23)     0.162667  5.18564e-07
log_fdev[3](24)         0.25 -1.89348e-07
log_fdev[3](25)     0.317802  3.21748e-07
log_fdev[3](26)     0.299495  2.08001e-07
log_fdev[3](27)     0.252039  6.51491e-07
log_fdev[3](28)     0.368461  6.38379e-07
log_fdev[3](29)     0.358765   8.9984e-07
log_fdev[3](30)    0.0971737 -6.67164e-07
log_fdev[3](31)    0.0411828  8.25107e-07
log_fdev[3](32)  -0.00617741  6.86647e-07
log_fdev[3](33)     0.135998  1.06589e-06
log_fdev[3](34)     0.179738  1.17434e-06
log_fdev[3](35)    0.0980722  9.88566e-07
log_fdev[3](36)     0.162605  2.06055e-07
log_fdev[3](37)     0.115181  -8.3272e-07
log_fdev[3](38)    0.0439631  -8.2747e-07
log_fdev[3](39)    0.0176408 -9.58878e-07
log_fdev[3](40)     0.272696 -1.62356e-06
log_fdev[3](41)   -0.0337437 -5.06825e-07
log_fdev[3](42)   -0.0675664 -1.91844e-07
log_fdev[3](43)   -0.0845325  3.33843e-07
log_fdev[3](44)    -0.117608 -6.07258e-07
log_fdev[3](45)    -0.123159 -1.05419e-07
log_fdev[3](46)    -0.147692  3.70394e-08
log_fdev[3](47)    -0.129454  -4.4024e-07
log_fdev[3](48)    -0.143726  2.76073e-08
log_fdev[3](49)    -0.159919 -3.84029e-07
log_fdev[3](50)    -0.159294  -1.3589e-07
log_fdev[3](51)    -0.143269  4.66288e-07
log_fdev[3](52)     -0.17432  9.36887e-07
log_fdev[3](53)   -0.0131973  3.43313e-07
log_fdev[3](54)   -0.0669539  5.47518e-07
log_fdev[3](55)    -0.162864 -5.37413e-07
log_fdev[3](56)    -0.118036 -7.85683e-07
log_fdev[3](57)    -0.180108   2.4932e-07
log_fdev[3](58)    -0.110094 -5.60472e-08
log_fdev[3](59)   -0.0433312  3.29025e-06
log_fdev[3](60)   -0.0878878  2.65695e-06
log_fdev[3](61)   -0.0830017  1.38206e-06
log_fdev[3](62)    -0.051414  1.31873e-06
log_fdev[3](63)    -0.124132  9.51579e-07
log_fdev[3](64)    -0.108189  1.65663e-08
log_fdev[3](65)   -0.0890083  2.55193e-08
log_fdev[3](66)   -0.0974896  1.05749e-06
log_fdev[4](1)     0.176609  5.60335e-07
log_fdev[4](2)      0.21326  3.59647e-07
log_fdev[4](3)      0.11029  6.14644e-08
log_fdev[4](4)    0.0402938  1.28964e-06
log_fdev[4](5)  -0.00676145  8.48801e-07
log_fdev[4](6)   -0.0389204  4.03308e-07
log_fdev[4](7)    0.0476253  1.40608e-06
log_fdev[4](8)    0.0198305  2.23024e-06
log_fdev[4](9)   0.00543721  2.83205e-08
log_fdev[4](10)    -0.107617   1.0364e-07
log_fdev[4](11)   -0.0418311  1.96019e-06
log_fdev[4](12)   -0.0299337  2.96405e-06
log_fdev[4](13)   -0.0745426  3.26033e-06
log_fdev[4](14)   -0.0301191  4.55738e-06
log_fdev[4](15)   -0.0676804  4.27335e-06
log_fdev[4](16)    -0.143919   2.1683e-06
log_fdev[4](17)    -0.124021 -1.30231e-06
log_fdev[4](18)   -0.0863531 -3.04774e-06
log_fdev[4](19)    0.0391229 -4.50554e-06
log_fdev[4](20)     0.074072 -5.80202e-06
log_fdev[4](21)    0.0552602 -5.09432e-06
log_fdev[4](22)     0.107101 -4.21037e-06
log_fdev[4](23)    0.0998104 -4.48901e-06
log_fdev[4](24)     0.130108 -3.31743e-06
log_fdev[4](25)     0.116505 -1.32167e-06
log_fdev[4](26)     0.107109 -1.24137e-06
log_fdev[4](27)    0.0743709 -2.20716e-06
log_fdev[4](28)    0.0991742 -1.93071e-06
log_fdev[4](29)     0.155223 -2.66637e-06
log_fdev[4](30)    0.0985425 -2.94844e-06
log_fdev[4](31)    0.0343512 -3.22805e-06
log_fdev[4](32)    0.0779588 -3.66045e-06
log_fdev[4](33)    0.0546493  1.93999e-06
log_fdev[4](34)    0.0569524   5.0038e-06
log_fdev[4](35)    0.0430177  4.94002e-06
log_fdev[4](36)   0.00697282  1.33436e-06
log_fdev[4](37)   -0.0330998  9.79898e-07
log_fdev[4](38)   -0.0820338  9.24767e-07
log_fdev[4](39)   -0.0966562  2.04494e-06
log_fdev[4](40)    -0.147902   1.2174e-06
log_fdev[4](41)   -0.0841454  4.13143e-06
log_fdev[4](42)   -0.0672513  5.19931e-06
log_fdev[4](43)   -0.0653979  -6.9733e-07
log_fdev[4](44)   -0.0522566  3.20005e-06
log_fdev[4](45)   -0.0956153   4.3977e-06
log_fdev[4](46)   -0.0596179  2.04937e-06
log_fdev[4](47)   -0.0625005  3.82408e-06
log_fdev[4](48)   -0.0791585  5.86797e-06
log_fdev[4](49)   -0.0671409  6.72629e-06
log_fdev[4](50)      -0.1234  8.70864e-06
log_fdev[4](51)    -0.175772  4.55134e-06
log_foff[1]     -1.06558  5.71838e-07
log_foff[2]     -1.17333 -1.80869e-07
log_foff[3]         -0.5 -1.91678e-07
log_foff[4]     -6.76834  7.65446e-09
log_fdov[1](1)    0.0635853 -1.50142e-07
log_fdov[1](2)    0.0389082 -3.28179e-07
log_fdov[1](3)    0.0627722  9.30011e-07
log_fdov[1](4)     0.137415   2.0705e-07
log_fdov[1](5)     0.240584  1.17475e-07
log_fdov[1](6)    0.0126363 -5.05853e-07
log_fdov[1](7)  -0.00211667  4.80565e-07
log_fdov[1](8)    0.0824552  4.49796e-08
log_fdov[1](9)   -0.0263359  -8.1893e-07
log_fdov[1](10)   -0.0101747 -3.43404e-07
log_fdov[1](11)  -0.00453995   2.4514e-07
log_fdov[1](12)   -0.0365591  7.74671e-07
log_fdov[1](13)    -0.168594 -8.27744e-08
log_fdov[1](14)    -0.260148 -3.54059e-08
log_fdov[1](15)   -0.0423377  5.49384e-08
log_fdov[1](16)   -0.0376249 -2.76488e-08
log_fdov[1](17)  -0.00711129  3.48584e-07
log_fdov[1](18)   -0.0108139 -5.30976e-08
log_fdov[1](19)   -0.0169922 -2.58636e-07
log_fdov[1](20)    -0.009147  8.47993e-08
log_fdov[2](1)    -0.028523  5.94366e-07
log_fdov[2](2)  -0.00257152 -5.52247e-07
log_fdov[2](3)    0.0456575  4.75499e-07
log_fdov[2](4)    0.0521301  1.81312e-07
log_fdov[2](5)   0.00777831  6.51277e-07
log_fdov[2](6)   -0.0372688  1.71526e-07
log_fdov[2](7)    0.0323088  6.78382e-07
log_fdov[2](8)    0.0674228 -4.16043e-07
log_fdov[2](9)    0.0789705   9.3005e-07
log_fdov[2](10)    0.0968636 -4.21815e-07
log_fdov[2](11)    0.0870215  5.63933e-07
log_fdov[2](12)     0.116187  6.72054e-08
log_fdov[2](13)    -0.107635  2.40323e-07
log_fdov[2](14)   -0.0741384  1.98757e-07
log_fdov[2](15)    -0.033405  1.76815e-07
log_fdov[2](16)    0.0804648  8.11817e-07
log_fdov[2](17)    0.0444865  8.17338e-07
log_fdov[2](18)    0.0307309 -2.48343e-07
log_fdov[2](19)     0.052229 -2.68376e-07
log_fdov[2](20)    0.0514975  2.44426e-07
log_fdov[2](21)    0.0684472  6.45393e-07
log_fdov[2](22)   -0.0233431  3.32422e-07
log_fdov[2](23)   -0.0219232  6.81032e-07
log_fdov[2](24)   -0.0247678 -3.71706e-08
log_fdov[2](25)   -0.0240519 -1.07036e-07
log_fdov[2](26)   -0.0220184  1.01781e-07
log_fdov[2](27)   0.00182533  1.94396e-08
log_fdov[2](28)   -0.0316626 -7.63728e-07
log_fdov[2](29)    0.0336893 -4.78753e-07
log_fdov[2](30)   -0.0299772 -1.38891e-07
log_fdov[2](31)   -0.0432383 -4.97638e-08
log_fdov[2](32)   -0.0349808  1.26001e-07
log_fdov[2](33)   -0.0270903 -2.17894e-07
log_fdov[2](34)   -0.0310443  1.15085e-08
log_fdov[2](35)   -0.0288949  -3.2896e-07
log_fdov[2](36)   -0.0385461  1.69051e-07
log_fdov[2](37)   -0.0880112  7.77887e-07
log_fdov[2](38)   -0.0427899 -2.85696e-07
log_fdov[2](39)   -0.0385894  5.57423e-07
log_fdov[2](40)   -0.0243696   1.1981e-07
log_fdov[2](41)   -0.0245234  -2.7494e-07
log_fdov[2](42)   -0.0250577 -2.37873e-07
log_fdov[2](43)   -0.0194483  -3.1246e-07
log_fdov[2](44)   -0.0198398  -2.8892e-08
log_fdov[3](1)   -0.0992133  6.78493e-08
log_fdov[3](2)    -0.150583  2.60961e-07
log_fdov[3](3)    -0.105611  2.66615e-07
log_fdov[3](4)   -0.0696152  1.30462e-07
log_fdov[3](5)    -0.121122  1.71446e-07
log_fdov[3](6)    -0.105998  5.20687e-08
log_fdov[3](7)    -0.126996  5.53134e-07
log_fdov[3](8)     -0.11135  3.60555e-07
log_fdov[3](9)   -0.0189463  6.64532e-07
log_fdov[3](10)    0.0294721 -4.97706e-07
log_fdov[3](11)     0.064534 -8.91927e-08
log_fdov[3](12)    0.0639491  1.23751e-07
log_fdov[3](13)    0.0325321  2.26723e-07
log_fdov[3](14)    0.0337771 -1.04378e-07
log_fdov[3](15)    0.0381215  2.42751e-07
log_fdov[3](16)    0.0665703  4.73866e-07
log_fdov[3](17)    0.0618543  7.24238e-09
log_fdov[3](18)     0.057902  -1.3435e-07
log_fdov[3](19)    0.0317981  3.76287e-08
log_fdov[3](20)     0.077461  2.17894e-07
log_fdov[3](21)    0.0709543 -6.70905e-09
log_fdov[3](22)    0.0794161 -1.64739e-07
log_fdov[3](23)    0.0760021  2.55269e-07
log_fdov[3](24)     0.116788  1.32379e-07
log_fdov[3](25)     0.147665  3.79806e-07
log_fdov[3](26)     0.137845 -1.06695e-07
log_fdov[3](27)     0.114534  1.37572e-07
log_fdov[3](28)     0.167791  5.52584e-07
log_fdov[3](29)     0.162598  5.18864e-07
log_fdov[3](30)    0.0406521  9.96263e-07
log_fdov[3](31)     0.016619  4.55212e-07
log_fdov[3](32)   -0.0052013  3.54021e-07
log_fdov[3](33)    0.0615894  4.73155e-07
log_fdov[3](34)     0.082503  1.81096e-07
log_fdov[3](35)    0.0450319 -1.61465e-07
log_fdov[3](36)    0.0762482  4.33616e-07
log_fdov[3](37)   -0.0567136  2.04483e-07
log_fdov[3](38)   -0.0574887 -1.62955e-07
log_fdov[3](39)    -0.051916  1.24317e-07
log_fdov[3](40)     0.095691 -4.03105e-08
log_fdov[3](41)   -0.0376573 -1.61263e-06
log_fdov[3](42)   -0.0371175 -3.72408e-07
log_fdov[3](43)   -0.0367664 -2.42047e-07
log_fdov[3](44)   -0.0363094  5.81951e-07
log_fdov[3](45)   -0.0364199  4.04397e-07
log_fdov[3](46)     -0.03649 -2.82279e-07
log_fdov[3](47)   -0.0363441 -1.89167e-07
log_fdov[3](48)   -0.0362968 -1.04757e-07
log_fdov[3](49)   -0.0364421 -1.31207e-07
log_fdov[3](50)   -0.0367562 -1.57866e-07
log_fdov[3](51)   -0.0368476  4.09432e-08
log_fdov[3](52)    -0.036951  -2.7634e-07
log_fdov[3](53)   -0.0372797 -5.09028e-07
log_fdov[3](54)    -0.037261 -9.00939e-08
log_fdov[3](55)   -0.0371145 -6.10206e-07
log_fdov[3](56)   -0.0371098  1.12117e-07
log_fdov[3](57)   -0.0368662  -4.5902e-07
log_fdov[3](58)   -0.0371531 -5.08552e-07
log_fdov[3](59)   -0.0374498 -1.42588e-07
log_fdov[3](60)   -0.0382212  7.65478e-08
log_fdov[3](61)   -0.0377611  2.45558e-07
log_fdov[3](62)   -0.0371967   1.3949e-07
log_fdov[3](63)   -0.0370025 -2.11454e-07
log_fdov[3](64)   -0.0369614 -9.43022e-08
