seed, objfun, maxGrad, MMB, B0, Bmsy, Fmsy, OFL, curB
1723786309, 3182.0044492184424598, 0.017804255689744905022, 88.205798206412140416, 114.30686213079218305, 40.007401745777258384, 1.2249599390220962114, 41.289105049050270679, 88.205798206412140416
